dataset,category,balancer,classifier,n_features_selected,balancing_time_sec,accuracy,precision,recall,f1,auc,train_time_sec
ddos2019,ml_based,adasyn,ET,18,21.04322338104248,99.93511549441993,99.95998899697418,99.93999549966247,99.94999124846848,0.999852936871055,2.606534957885742
ddos2019,ml_based,adasyn,LR,18,21.04322338104248,99.55229691149754,99.57812226965225,99.7324799359952,99.65524133106825,0.9978277370618047,1.4103214740753174
ddos2019,ml_based,adasyn,XGB,18,21.04322338104248,99.92213859330393,99.97498060997273,99.90499287446558,99.93997448915789,0.999965089640741,1.7411830425262451
ddos2019,ml_based,adasyn,LGBM,18,21.04322338104248,99.94160394497794,99.97248830753071,99.93749531214841,99.9549887471868,0.9999710857719437,1.0004394054412842
ddos2019,ml_based,adasyn,DNN,18,21.04322338104248,99.8183233843758,99.99498608638973,99.72497937345301,99.85980021530682,0.9998595496482015,43.787325859069824
ddos2019,ml_hybrid,smote_tomek,DT,19,78.65624403953552,99.9918894368025,99.99749962494374,99.98999924994375,99.99374929679588,0.999926902628177,0.9636971950531006
ddos2019,ml_hybrid,smote_tomek,RF,19,78.65624403953552,99.99026732416299,100.0,99.98499887491562,99.99249887483123,0.9999999295591713,3.169358253479004
ddos2019,ml_hybrid,smote_tomek,ET,19,78.65624403953552,99.97891253568648,99.98999799959992,99.97749831237343,99.98374776531773,0.9999996310517248,2.247124195098877
ddos2019,ml_hybrid,smote_tomek,LR,19,78.65624403953552,99.51823254606799,99.63492698539707,99.6224716853764,99.62869894610509,0.9994441883727856,0.5231130123138428
ddos2019,ml_hybrid,smote_tomek,XGB,19,78.65624403953552,99.98702309888398,99.99499912484686,99.98499887491562,99.98999874984374,0.9999996350934117,0.639716625213623
ddos2019,ml_hybrid,smote_tomek,LGBM,19,78.65624403953552,99.9918894368025,99.99749962494374,99.98999924994375,99.99374929679588,0.9999998544992718,0.8749933242797852
ddos2019,ml_hybrid,smote_tomek,DNN,19,78.65624403953552,99.94484817025693,99.95999499937493,99.95499662474685,99.95749574957496,0.9997934501685474,32.2605996131897
ddos2019,ml_hybrid,smote_enn,DT,19,67.11433839797974,99.98215676096548,100.0,99.97249793734531,99.98624707750396,0.9998624896867265,0.8011610507965088
ddos2019,ml_hybrid,smote_enn,RF,19,67.11433839797974,99.98215676096548,100.0,99.97249793734531,99.98624707750396,0.9999603181406681,2.6835711002349854
ddos2019,ml_hybrid,smote_enn,ET,19,67.11433839797974,99.97404619776798,99.98749718686705,99.97249793734531,99.97999699954994,0.999936577849223,1.8692107200622559
ddos2019,ml_hybrid,smote_enn,LR,19,67.11433839797974,99.5263431092655,99.65732009304885,99.61247093532015,99.63489046714015,0.9994266971066661,0.383969783782959
ddos2019,ml_hybrid,smote_enn,XGB,19,67.11433839797974,99.97404619776798,99.99249756170755,99.96749756231718,99.97999599919984,0.9999699206113498,0.6251411437988281
ddos2019,ml_hybrid,smote_enn,LGBM,19,67.11433839797974,99.97566831040747,99.9949982493873,99.96749756231718,99.98124601477814,0.9999741268526413,0.76680588722229
ddos2019,ml_hybrid,smote_enn,DNN,19,67.11433839797974,99.93998183233845,99.97498749374687,99.93249493712028,99.95373669930106,0.9998237495404415,31.225238800048828
ddos2019,dl_based,vae_oversample,DT,29,0.3375427722930908,99.90429535426941,99.8825939248601,99.96999774983124,99.9262767246873,0.9994422264224894,2.515422821044922
ddos2019,dl_based,vae_oversample,RF,29,0.3375427722930908,99.91402803010641,99.90255359552246,99.9649973748031,99.93376573063897,0.999960098157424,3.9052796363830566
ddos2019,dl_based,vae_oversample,ET,29,0.3375427722930908,99.91889436802491,99.90256089943786,99.97249793734531,99.93751718277474,0.9999011409158999,3.0796990394592285
ddos2019,dl_based,vae_oversample,LR,29,0.3375427722930908,99.67233324682066,99.73256017396086,99.76248218616396,99.7475189360798,0.9996124755543908,0.7457122802734375
ddos2019,dl_based,vae_oversample,XGB,29,0.3375427722930908,99.95782507137295,99.96250093747656,99.97249793734531,99.96749918747969,0.9999753636088315,0.793140172958374
ddos2019,dl_based,vae_oversample,LGBM,29,0.3375427722930908,99.95133662081494,99.96499562445305,99.95999699977499,99.96249624962496,0.9999789364600479,1.233513355255127
ddos2019,dl_based,vae_oversample,DNN,29,0.3375427722930908,99.83941084868934,99.9174256831148,99.8349876240718,99.8761896424507,0.9999193007925089,32.010868072509766
ddos2019,dl_based,gan_oversample,DT,29,0.5357599258422852,99.98702309888398,99.9924990623828,99.98749906242969,99.98999899989998,0.9998682144475233,2.0905919075012207
ddos2019,dl_based,gan_oversample,RF,29,0.5357599258422852,99.98702309888398,100.0,99.97999849988749,99.9899982496937,0.9999854481950217,3.7445969581604004
ddos2019,dl_based,gan_oversample,ET,29,0.5357599258422852,99.98377887360498,99.99499887474683,99.97999849988749,99.98749812471871,0.9999745974204728,2.173628330230713
ddos2019,dl_based,gan_oversample,LR,29,0.5357599258422852,99.82805606021282,99.79528148795407,99.93999549966247,99.86758606905511,0.9997770917295264,0.43909144401550293
ddos2019,dl_based,gan_oversample,XGB,29,0.5357599258422852,99.99026732416299,100.0,99.98499887491562,99.99249887483123,0.9999927832793547,0.7420637607574463
ddos2019,dl_based,gan_oversample,LGBM,29,0.5357599258422852,99.98540098624449,99.99499899979996,99.98249868740156,99.98874845291228,0.9999963353447526,1.120800256729126
ddos2019,dl_based,gan_oversample,DNN,29,0.5357599258422852,99.95944718401246,99.99249587273,99.9449958746906,99.96874023132229,0.999946736340545,31.122942209243774
ddos2019,dl_hybrid,gan_tomek,DT,29,61.519644260406494,99.99026732416299,99.99749956242341,99.98749906242969,99.9924990623828,0.9999144016906067,2.0649971961975098
ddos2019,dl_hybrid,gan_tomek,RF,29,61.519644260406494,99.98702309888398,100.0,99.97999849988749,99.9899982496937,0.9999995519501383,3.6422626972198486
ddos2019,dl_hybrid,gan_tomek,ET,29,61.519644260406494,99.98215676096548,99.99499874968743,99.97749831237343,99.98624776526187,0.9999745956883213,2.1910908222198486
ddos2019,dl_hybrid,gan_tomek,LR,29,61.519644260406494,99.83454451077083,99.79778815188357,99.94749606220466,99.872586004447,0.9997961615630712,0.6106796264648438
ddos2019,dl_hybrid,gan_tomek,XGB,29,61.519644260406494,99.98864521152349,100.0,99.98249868740156,99.99124857789391,0.9999948849565408,0.7298226356506348
ddos2019,dl_hybrid,gan_tomek,LGBM,29,61.519644260406494,99.98540098624449,99.99499899979996,99.98249868740156,99.98874845291228,0.9999937659866542,1.1859371662139893
ddos2019,dl_hybrid,gan_tomek,DNN,29,61.519644260406494,99.96431352193096,99.99249643580701,99.9524964372328,99.97249243541974,0.9999290083470499,30.772056818008423
ddos2019,dl_hybrid,vae_smote,DT,27,0.39465761184692383,99.97566831040747,99.9924977493248,99.96999774983124,99.98124648371571,0.999780707884531,2.232651948928833
ddos2019,dl_hybrid,vae_smote,RF,27,0.39465761184692383,99.98540098624449,100.0,99.97749831237343,99.98874789022942,0.9999996472184722,3.6893389225006104
ddos2019,dl_hybrid,vae_smote,ET,27,0.39465761184692383,99.98215676096548,99.99499874968743,99.97749831237343,99.98624776526187,0.9999995658073506,3.0837624073028564
ddos2019,dl_hybrid,vae_smote,LR,27,0.39465761184692383,99.40306254866339,99.6716051239628,99.40745555916693,99.539355097136,0.9996437957409181,0.5178015232086182
ddos2019,dl_hybrid,vae_smote,XGB,27,0.39465761184692383,99.98377887360498,99.99249868727027,99.98249868740156,99.98749843730467,0.9999971327118389,0.7039728164672852
ddos2019,dl_hybrid,vae_smote,LGBM,27,0.39465761184692383,99.98864521152349,99.99499924988748,99.98749906242969,99.99124901551426,0.9999998845232315,1.2932233810424805
ddos2019,dl_hybrid,vae_smote,DNN,27,0.39465761184692383,99.95133662081494,99.95750106247344,99.96749756231718,99.96249906247657,0.9999462386356728,32.46569490432739
